system:index,2D1000,2D2000,2D3000,2D4000,2D5000,2D6000,2D7000,3D1000_1_max,3D1000_1_mean,3D1000_1_stdDev,3D1000_2_max,3D1000_2_mean,3D1000_2_stdDev,3D2000_1_max,3D2000_1_mean,3D2000_1_stdDev,3D2000_2_max,3D2000_2_mean,3D2000_2_stdDev,3D3000_1_max,3D3000_1_mean,3D3000_1_stdDev,3D3000_2_max,3D3000_2_mean,3D3000_2_stdDev,3D4000_1_max,3D4000_1_mean,3D4000_1_stdDev,3D4000_2_max,3D4000_2_mean,3D4000_2_stdDev,3D5000_1_max,3D5000_1_mean,3D5000_1_stdDev,3D5000_2_max,3D5000_2_mean,3D5000_2_stdDev,3D6000_1_max,3D6000_1_mean,3D6000_1_stdDev,3D6000_2_max,3D6000_2_mean,3D6000_2_stdDev,3D7000_1_max,3D7000_1_mean,3D7000_1_stdDev,3D7000_2_max,3D7000_2_mean,3D7000_2_stdDev,3D_1,3D_2,Aqua_Day_1,Aqua_Day_2,Aqua_Night_1,Aqua_Night_2,CO2_1,CO2_2,CO_1,CO_2,NO2_1,NO2_2,SO2_1,SO2_2,Terra_Day_1,Terra_Day_2,Terra_Night_1,Terra_Night_2,.geo
0,0.9289586305278106,0.9355531686358751,0.8955024349874087,0.8369041865792572,0.7473817347921556,0.6771715271232623,0.6352977747128145,19.31747055053711,8.46954345703125,3.519934998322732,21.455516815185547,8.691542625427246,3.5495234497818773,24.629650115966797,8.137472152709961,3.354789362968091,23.11916732788086,8.37457275390625,3.3998672482996724,28.972002029418945,7.757312774658203,3.6687474491744556,28.693737030029297,7.935987949371338,3.7143225098314754,30.90748405456543,7.35157585144043,3.9876143213455992,32.11359786987305,7.5349812507629395,4.03511234826407,30.90748405456543,6.614252090454102,4.22751662669823,41.77053451538086,6.771730422973633,4.295349443824732,30.90748405456543,6.033528804779053,4.336099990180762,41.77053451538086,6.1751532554626465,4.418465748273166,30.90748405456543,5.6711106300354,4.3498372139300585,41.77053451538086,5.79378604888916,4.439258052741493,6.124260902404785,6.536993026733398,311.12,308.92,291.4066666666667,291.61,1.826971744148851E-4,2.1391854531667512E-4,0.0383308008313179,0.0368519257797133,5.059105568892493E-4,5.045237214961118E-4,1.140042630139732E-4,1.6467396688367336E-4,307.024,305.785,293.068,293.18,"{""type"":""MultiPoint"",""coordinates"":[]}"
1,0.26619115549212924,0.237126213592229,0.20673410004150078,0.16929965629223373,0.1384122889846052,0.1070706004468811,0.08501242831168607,9.696779251098633,1.8964908123016357,1.8097753504513323,12.74072551727295,2.10471248626709,2.0049838975383385,14.03593921661377,1.7578750848770142,1.855642570926271,17.254610061645508,1.888796091079712,2.014154401069747,14.03593921661377,1.5903443098068237,1.8671473804427263,17.254610061645508,1.6892428398132324,1.9941005037461657,18.332172393798828,1.3739213943481445,1.7916797353647111,17.48387908935547,1.4484522342681885,1.8918541096632229,18.332172393798828,1.207138180732727,1.6923693821011676,17.48387908935547,1.2750930786132812,1.7719364737389172,18.332172393798828,1.042801856994629,1.5259988614870423,17.48387908935547,1.0929386615753174,1.5973963973167629,18.332172393798828,0.917853057384491,1.3868504923633937,17.48387908935547,0.952864408493042,1.4525295286763151,0.6618168354034424,0.6984747648239136,307.33,306.91833333333335,283.765,282.95,1.1091943451901898E-4,1.6550883938017233E-4,0.03168695420026779,0.03210204133263484,3.794611809605545E-4,3.122264535038593E-4,6.007694223591711E-5,1.101969026385522E-4,304.18,304.115,286.27,283.2,"{""type"":""MultiPoint"",""coordinates"":[]}"
2,0.03138373751782923,0.01947726459004539,0.01871598179328774,0.01696826504857898,0.020526514847581126,0.06288356987617255,0.13334580685129832,8.669458389282227,1.0536309480667114,0.8589166848892927,11.281705856323242,1.1777524948120117,0.9763123094964915,10.026782035827637,0.8485084772109985,0.7450283529918948,11.281705856323242,0.9185607433319092,0.8153217968831062,13.330164909362793,0.8096487522125244,0.7727220002271699,13.123485565185547,0.8537502884864807,0.8126569284066534,14.268925666809082,0.7734935879707336,0.7351566694178151,13.123485565185547,0.8043730854988098,0.7704779776839876,17.61263084411621,0.7718046307563782,0.8114975558892177,17.81012535095215,0.800449013710022,0.8662989576755168,26.577411651611328,1.0504603385925293,1.5607299255190117,35.81886291503906,1.0710622072219849,1.5693646213661154,26.577411651611328,1.6449345350265503,2.6289636571642694,35.81886291503906,1.67082941532135,2.6565815766282537,0.6541048884391785,0.9355441331863403,312.4525,313.3866666666667,288.59000000000003,286.44,1.6965593824011632E-4,1.6850977537910184E-4,0.031073329129124076,0.03357775757712447,3.240025508973283E-4,3.199906917943303E-4,6.177282193679883E-5,1.1778382043175619E-4,309.01,308.1233333333334,285.86,286.44,"{""type"":""MultiPoint"",""coordinates"":[]}"
3,0.13609129814549442,0.15789473684210117,0.12058421469166065,0.10540570789021307,0.0879905058412428,0.07394886232506705,0.06385808900137561,18.332172393798828,1.3457127809524536,1.9763183639534239,17.48387908935547,1.4371870756149292,1.9455475660860537,18.332172393798828,1.3878320455551147,1.8536931746770935,17.48387908935547,1.4344298839569092,1.8656731644911495,18.332172393798828,1.1740844249725342,1.669039972731914,17.48387908935547,1.2077041864395142,1.7003477811279897,18.332172393798828,1.0559844970703125,1.5311529131055885,17.48387908935547,1.0856770277023315,1.5677638734252608,18.332172393798828,0.9414429068565369,1.4006201025818492,17.48387908935547,0.973967432975769,1.4581576192974448,18.332172393798828,0.8588489294052124,1.308360462114846,17.48387908935547,0.8837742805480957,1.3693738951096723,18.332172393798828,0.8065758943557739,1.2316761296017056,17.48387908935547,0.8298482894897461,1.291610215820385,0.20496012270450592,0.20906643569469452,308.16,307.04,286.54,284.355,1.1713174171745777E-4,1.8807911187467986E-4,0.03238835856318474,0.03227585929994724,4.125730243551168E-4,3.3390431544561016E-4,-2.4158462763235848E-5,8.4682633776431E-5,304.94166666666666,305.38,287.5,285.73,"{""type"":""MultiPoint"",""coordinates"":[]}"
4,0.07902995720398792,0.1450769781596808,0.13935130661738052,0.17179473410995555,0.21411298178807894,0.2044157429394113,0.19495785469887536,12.60973072052002,0.8238290548324585,1.4152292139284812,16.126506805419922,0.8695245981216431,1.4871413271997103,16.633962631225586,1.2733904123306274,1.9359247031506095,17.892148971557617,1.261730670928955,1.8962698283184984,17.49614143371582,1.249611258506775,1.9506862896786674,17.892148971557617,1.2682124376296997,1.9648909256734028,17.49614143371582,1.493950605392456,2.2782301035892454,19.05698013305664,1.5477490425109863,2.3643984404398166,21.757366180419922,1.8124151229858398,2.5662136114293497,21.797706604003906,1.8829522132873535,2.654698199249944,21.757366180419922,1.7668516635894775,2.506104584548729,22.384098052978516,1.8484934568405151,2.610220763341963,41.20539855957031,1.7093355655670166,2.496740892239008,24.057723999023438,1.791669487953186,2.6028873629345255,0.2011735737323761,0.19558653235435486,313.44666666666666,313.3866666666667,285.895,285.02,1.579204254085198E-4,1.7541242835825247E-4,0.031048597767949104,0.03349107583084662,3.2193229844527525E-4,3.1830406659712446E-4,1.4081637314330395E-4,8.083059174819116E-5,308.2733333333333,307.19,288.36,285.54,"{""type"":""MultiPoint"",""coordinates"":[]}"
5,0.0,0.0,0.0010532413502550412,0.010363175153119924,0.024817007977621004,0.05147849049651733,0.07906286926969285,1.7306314706802368,0.3482973873615265,0.24780284117653567,2.2455687522888184,0.38165825605392456,0.27884555078888856,2.0984549522399902,0.36802616715431213,0.2500358367062182,2.2455687522888184,0.3921349048614502,0.27808376498046605,8.241273880004883,0.4240829348564148,0.3515625538479321,7.808314323425293,0.44567883014678955,0.36895080813082903,20.765758514404297,0.5202584266662598,0.6615587792662024,27.229238510131836,0.5428853034973145,0.7317632285793778,21.690837860107422,0.6187225580215454,1.0935996202262963,27.229238510131836,0.6643744111061096,1.2428392805159356,21.9591064453125,0.8127667903900146,1.5379209472628896,27.229238510131836,0.8560562133789062,1.6434635749527307,21.9591064453125,0.9986308217048645,1.7614613437952442,27.229238510131836,1.048133134841919,1.8740157297696267,0.1726350039243698,0.11549878120422363,309.94,310.55,280.76,282.04,1.1825875359742592E-4,1.634942187882481E-4,0.029127748989678157,0.03091264051834433,2.744386763375866E-4,2.2588010721725764E-4,3.3018014849232386E-5,1.385372532085592E-4,306.63,306.78000000000003,282.90000000000003,281.75,"{""type"":""MultiPoint"",""coordinates"":[]}"
6,0.02710413694721615,0.16519871106336867,0.2557214247062374,0.3234530777351584,0.3729728490701934,0.40048078071006976,0.4095562740809208,13.863993644714355,0.5806019306182861,0.9629177416616377,12.576153755187988,0.6473866701126099,0.9859777686539165,21.21507453918457,1.5534892082214355,2.38561388500104,21.244300842285156,1.5975860357284546,2.3869053705036,24.886157989501953,2.2588467597961426,2.969372256353892,22.956707000732422,2.313946485519409,2.9829040116763563,24.886157989501953,2.905576229095459,3.5548142629748924,22.956707000732422,2.9732377529144287,3.583404839753361,24.886157989501953,3.3459818363189697,3.839460239439817,26.83816146850586,3.4291648864746094,3.8841285061055815,24.886157989501953,3.576319456100464,3.9185504584860364,26.83816146850586,3.646857976913452,3.959297970071773,30.60289764404297,3.636115074157715,3.9020794855509306,30.468605041503906,3.72804594039917,3.9476976280721487,0.10522696375846863,0.16607223451137543,313.4266666666667,314.1,289.40000000000003,287.36,1.7248091899091378E-4,1.8744461234760206E-4,0.03256829789246267,0.035238129397257546,3.9739120457374795E-4,3.3025522136316326E-4,2.07226956263327E-4,1.3416423670922116E-4,311.73,312.415,292.19,289.19,"{""type"":""MultiPoint"",""coordinates"":[]}"
7,0.001997146932952765,0.07733619763694505,0.08604072477478646,0.05846536598134989,0.05842933514033801,0.06989039186829069,0.07521194547666625,6.153494834899902,0.27156615257263184,0.35474275164642133,6.542241096496582,0.25571519136428833,0.32229626228321157,12.901631355285645,0.6717484593391418,1.496319345382521,14.215309143066406,0.7223768830299377,1.5982803097672102,12.901631355285645,0.7537862062454224,1.5330070928482213,14.215309143066406,0.8061148524284363,1.6349269283626484,20.921449661254883,0.6279007196426392,1.3046058029511531,21.72735595703125,0.6774577498435974,1.4033428250575974,20.921449661254883,0.6534466743469238,1.26669632435674,21.72735595703125,0.7062657475471497,1.371348819267499,20.921449661254883,0.7417151927947998,1.3897882945961855,21.72735595703125,0.8065705299377441,1.5156682078392474,20.921449661254883,0.7830970883369446,1.473374555413853,21.72735595703125,0.8593282103538513,1.6404519729521656,0.6296496391296387,0.4369490146636963,313.156,312.9425,285.95,285.42,1.7346339882351458E-4,1.6382590881597957E-4,0.029602940022502716,0.03252535208504532,2.2603925250198935E-4,2.3344015965354192E-4,1.444835870643562E-4,1.5461340235491377E-4,309.36,308.26,288.12,285.89,"{""type"":""MultiPoint"",""coordinates"":[]}"
8,0.0037089871611979907,0.013480567904774721,0.024929851068410926,0.026211527700032537,0.029083567090986136,0.051766592870283706,0.07967876068710628,3.810009479522705,0.23728331923484802,0.35883372157521753,4.082337379455566,0.23090772330760956,0.3695595377047265,7.295875072479248,0.3823675215244293,0.6019936831266338,8.23779296875,0.39331740140914917,0.6435952602515695,9.126128196716309,0.46403607726097107,0.7631007638625951,14.229104995727539,0.5107956528663635,0.9238197761396703,10.38973617553711,0.5179566740989685,0.8009666558992625,14.229104995727539,0.5639644861221313,0.946189837954876,15.599200248718262,0.539706289768219,0.8600967844691209,16.367759704589844,0.5702373385429382,0.9626121258251511,16.579858779907227,0.7087553143501282,1.219319991994927,16.367759704589844,0.7359355092048645,1.2851764668967018,19.39201545715332,0.9042325615882874,1.5886639291328695,19.633710861206055,0.9415757060050964,1.6483692437580892,0.07421109080314636,0.15634004771709442,312.2,310.59000000000003,285.185,284.86,1.3877539095119573E-4,1.5069915861148702E-4,0.030175085087511495,0.033092663207809375,2.596752405389263E-4,2.610537703242151E-4,1.0267919788023617E-4,1.3802967010026053E-4,307.526,308.38,286.93333333333334,284.08,"{""type"":""MultiPoint"",""coordinates"":[]}"
9,0.24279600570611157,0.35982814178302586,0.41464812044424176,0.40389124559214024,0.42200268185519346,0.45699639414307625,0.4832513784195149,14.332001686096191,2.0052390098571777,2.3977741877639542,13.317055702209473,2.004197120666504,2.3437075733880595,16.345932006835938,2.802509069442749,3.052855621777255,17.678260803222656,2.8115155696868896,3.053400833251802,23.76203155517578,3.3069865703582764,3.4155325945725443,21.81951141357422,3.359233856201172,3.4553169037488995,24.886157989501953,3.32778263092041,3.4728554875111866,23.155263900756836,3.39825701713562,3.516763255307712,24.886157989501953,3.565748453140259,3.679021471833387,23.155263900756836,3.6556403636932373,3.743664564512355,24.886157989501953,3.9454078674316406,3.9222003456431995,23.155263900756836,4.037783622741699,3.977331499583627,24.886157989501953,4.219110488891602,4.037249580215184,26.83816146850586,4.301563739776611,4.084766788602529,1.664460301399231,1.828012228012085,315.475,315.08,289.71,287.84000000000003,1.7274972615317894E-4,1.876851833305851E-4,0.03230735380202532,0.03519839334199486,3.8347749536550265E-4,3.9234416518595165E-4,1.9251730512464434E-4,1.1350662519476867E-4,311.8933333333333,312.15000000000003,292.22,288.79,"{""type"":""MultiPoint"",""coordinates"":[]}"
